p	trips_min	trips_max	trips_mean	trips_med	trips_sd	succ_mean	succ_med	diag_mean	diag_med
0.00758	6	6	6	6	0	0.700694	0.999842	0.909861	1
0.0076	6	6	6	6	0	0.697917	0.999944	0.913889	1
0.00762	6	6	6	6	0	0.689167	0.999905	0.905556	1
0.00764	6	6	6	6	0	0.678194	0.99989	0.911944	1
0.00766	6	6	6	6	0	0.684167	0.999882	0.914028	1
0.00768	6	6	6	6	0	0.691806	0.999954	0.91375	1
0.0077	6	6	6	6	0	0.69375	0.9993	0.915	1
0.00772	6	6	6	6	0	0.690972	0.999947	0.909028	1
0.00774	6	6	6	6	0	0.690972	0.999808	0.908194	1
0.00776	6	6	6	6	0	0.686389	0.99988	0.909306	1
0.00778	6	6	6	6	0	0.691389	0.99989	0.917778	1
0.0078	6	6	6	6	0	0.682778	0.999503	0.909861	1
0.00782	6	6	6	6	0	0.68125	0.99987	0.907778	1
0.00784	6	6	6	6	0	0.686944	0.999915	0.906806	1
0.00786	6	6	6	6	0	0.688472	0.99999	0.907639	1
0.00788	6	6	6	6	0	0.671944	0.999947	0.909306	1
0.0079	6	6	6	6	0	0.680278	0.999799	0.910556	1
0.00792	6	6	6	6	0	0.678194	0.999847	0.914028	1
0.00794	6	6	6	6	0	0.674583	0.99947	0.905	1
0.00796	6	6	6	6	0	0.682222	0.999884	0.910417	1
0.00798	6	6	6	6	0	0.682083	0.999971	0.90875	1
0.008	6	6	6	6	0	0.681806	0.999588	0.909583	1
0.00802	6	6	6	6	0	0.676528	0.999784	0.90625	1
0.00804	6	6	6	6	0	0.666806	0.999967	0.9075	1
0.00806	6	6	6	6	0	0.672222	0.999879	0.903194	1
0.00808	6	6	6	6	0	0.671944	0.999837	0.909583	1
0.0081	6	6	6	6	0	0.687083	0.999451	0.910139	1
0.00812	6	6	6	6	0	0.671528	0.999845	0.905833	1
0.00814	6	6	6	6	0	0.66375	0.999942	0.904722	1
0.00816	6	6	6	6	0	0.659167	0.999946	0.898889	1
0.00818	6	6	6	6	0	0.668056	0.999833	0.904583	1
0.0082	6	6	6	6	0	0.670833	0.99991	0.903472	1
0.00822	6	6	6	6	0	0.675139	0.99947	0.908333	1
0.00824	6	6	6	6	0	0.678611	0.999673	0.90875	1
0.00826	6	6	6	6	0	0.670139	0.999606	0.908333	1
0.00828	6	6	6	6	0	0.669306	0.999998	0.9075	1
0.0083	6	6	6	6	0	0.674306	0.999533	0.909861	1
0.00832	6	6	6	6	0	0.666944	0.99974	0.905694	1
0.00834	6	6	6	6	0	0.684028	0.999743	0.908194	1
0.00836	6	6	6	6	0	0.665139	0.999908	0.897639	1
0.00838	6	6	6	6	0	0.666389	0.999986	0.902083	1
0.0084	6	6	6	6	0	0.674861	0.999712	0.905833	1
0.00842	6	6	6	6	0	0.645972	0.999845	0.89875	1
0.00844	6	6	6	6	0	0.665694	0.999927	0.909167	1
0.00846	6	6	6	6	0	0.662778	0.999525	0.903611	1
0.00848	6	6	6	6	0	0.653333	0.999946	0.901944	1
0.0085	6	6	6	6	0	0.66	0.999768	0.90375	1
0.00852	6	6	6	6	0	0.66875	0.999593	0.901806	1
0.00854	6	6	6	6	0	0.655417	0.999937	0.903056	1
0.00856	6	6	6	6	0	0.661111	0.999819	0.901528	1
0.00858	6	6	6	6	0	0.671528	0.999816	0.904861	1
0.0086	6	6	6	6	0	0.651528	0.999861	0.901806	1
0.00862	6	6	6	6	0	0.664167	0.999922	0.904444	1
0.00864	6	6	6	6	0	0.655278	0.999971	0.903333	1
0.00866	6	6	6	6	0	0.652778	0.999407	0.904167	1
0.00868	6	6	6	6	0	0.65375	0.999758	0.898194	1
0.0087	6	6	6	6	0	0.648472	0.999896	0.900833	1
0.00872	6	6	6	6	0	0.652778	0.999986	0.901667	1
0.00874	6	6	6	6	0	0.650972	0.999604	0.89875	1
0.00876	6	6	6	6	0	0.653056	0.999634	0.9	1
0.00878	6	6	6	6	0	0.648611	0.999523	0.907361	1
0.0088	6	6	6	6	0	0.64	0.999991	0.898194	1
0.00882	6	6	6	6	0	0.660417	0.999976	0.899861	1
0.00884	6	6	6	6	0	0.65125	0.999751	0.903889	1
0.00886	6	6	6	6	0	0.649167	0.999794	0.89625	1
0.00888	6	6	6	6	0	0.639306	0.999821	0.900417	1
0.0089	6	6	6	6	0	0.655	0.999821	0.905	1
0.00892	6	6	6	6	0	0.641667	0.999666	0.907778	1
0.00894	6	6	6	6	0	0.6475	0.999952	0.898194	1
0.00896	6	6	6	6	0	0.638889	0.999964	0.904583	1
0.00898	6	6	6	6	0	0.650833	0.999907	0.894444	1
0.009	6	6	6	6	0	0.651944	0.999881	0.902222	1
0.00902	6	6	6	6	0	0.644167	0.999886	0.899722	1
0.00904	6	6	6	6	0	0.642778	0.999922	0.8975	1
0.00906	6	6	6	6	0	0.6375	0.999845	0.899861	1
0.00908	6	6	6	6	0	0.648889	0.999558	0.902222	1
