p	trips_min	trips_max	trips_mean	trips_med	trips_sd	succ_mean	succ_med	diag_mean	diag_med
0.00796	6	6	6	6	0	0.686667	0.999863	0.9075	1
0.00798	6	6	6	6	0	0.688472	0.999869	0.915694	1
0.008	6	6	6	6	0	0.682361	0.999904	0.91125	1
0.00802	6	6	6	6	0	0.685556	0.999979	0.91125	1
0.00804	6	6	6	6	0	0.680417	0.999763	0.907222	1
0.00806	6	6	6	6	0	0.689167	0.999765	0.911389	1
0.00808	6	6	6	6	0	0.678889	0.999897	0.905556	1
0.0081	6	6	6	6	0	0.666111	0.999971	0.904444	1
0.00812	6	6	6	6	0	0.681389	0.999976	0.905139	1
0.00814	6	6	6	6	0	0.687917	0.999537	0.910972	1
0.00816	6	6	6	6	0	0.66625	0.999942	0.90125	1
0.00818	6	6	6	6	0	0.670556	0.999994	0.905833	1
0.0082	6	6	6	6	0	0.664306	0.999993	0.903889	1
0.00822	6	6	6	6	0	0.662917	0.999807	0.907083	1
0.00824	6	6	6	6	0	0.674167	0.999899	0.905972	1
0.00826	6	6	6	6	0	0.664167	0.999994	0.903194	1
0.00828	6	6	6	6	0	0.671528	0.999973	0.909444	1
0.0083	6	6	6	6	0	0.661389	0.999833	0.900139	1
0.00832	6	6	6	6	0	0.672361	0.999746	0.908889	1
0.00834	6	6	6	6	0	0.660278	0.999465	0.907083	1
0.00836	6	6	6	6	0	0.669306	0.999539	0.901111	1
0.00838	6	6	6	6	0	0.668889	0.99991	0.906806	1
0.0084	6	6	6	6	0	0.655694	0.999876	0.899444	1
0.00842	6	6	6	6	0	0.670833	0.999019	0.906528	1
0.00844	6	6	6	6	0	0.655556	0.999764	0.899722	1
0.00846	6	6	6	6	0	0.666944	0.999923	0.90625	1
0.00848	6	6	6	6	0	0.666389	0.999665	0.903611	1
0.0085	6	6	6	6	0	0.673194	0.999727	0.904028	1
0.00852	6	6	6	6	0	0.665139	0.99951	0.901528	1
0.00854	6	6	6	6	0	0.660694	0.999937	0.903194	1
0.00856	6	6	6	6	0	0.655278	0.999762	0.900833	1
0.00858	6	6	6	6	0	0.66125	0.999908	0.903056	1
0.0086	6	6	6	6	0	0.66375	0.999216	0.901389	1
0.00862	6	6	6	6	0	0.670417	0.999676	0.905556	1
0.00864	6	6	6	6	0	0.65625	0.999909	0.901667	1
0.00866	6	6	6	6	0	0.654306	0.999473	0.901806	1
0.00868	6	6	6	6	0	0.662222	0.999892	0.903333	1
0.0087	6	6	6	6	0	0.658889	0.999847	0.904722	1
0.00872	6	6	6	6	0	0.653611	0.999944	0.905417	1
0.00874	6	6	6	6	0	0.664028	0.999825	0.898889	1
0.00876	6	6	6	6	0	0.664722	0.999373	0.903611	1
0.00878	6	6	6	6	0	0.650556	0.999669	0.895694	1
0.0088	6	6	6	6	0	0.658056	0.999775	0.898056	1
0.00882	6	6	6	6	0	0.662917	0.999669	0.906944	1
0.00884	6	6	6	6	0	0.6525	0.999529	0.896528	1
0.00886	6	6	6	6	0	0.643611	0.999655	0.900417	1
0.00888	6	6	6	6	0	0.652778	0.999923	0.892361	1
0.0089	6	6	6	6	0	0.65625	0.999966	0.901806	1
0.00892	6	6	6	6	0	0.657083	0.999389	0.903472	1
0.00894	6	6	6	6	0	0.657083	0.999228	0.90125	1
0.00896	6	6	6	6	0	0.6475	0.999842	0.903333	1
0.00898	6	6	6	6	0	0.648333	0.999702	0.90125	1
0.009	6	6	6	6	0	0.644583	0.999324	0.901528	1
0.00902	6	6	6	6	0	0.645556	0.99998	0.896806	1
0.00904	6	6	6	6	0	0.64625	0.999834	0.901111	1
0.00906	6	6	6	6	0	0.647917	0.999873	0.901389	1
0.00908	6	6	6	6	0	0.653194	0.999778	0.900278	1
0.0091	6	6	6	6	0	0.648472	0.999861	0.897778	1
